,trial,choice,reward,cumulative_reward,model_id,loglik
146,47,0,1,40,14593,-0.038920629686052664
147,48,0,1,41,14593,-0.03890178621432312
148,49,0,1,42,14593,-0.03888671175123896
149,50,0,1,43,14593,-0.03887465140282174
150,51,1,1,44,14593,-3.267030693537784
151,52,0,1,45,14593,-0.07280267648132713
152,53,0,0,45,14593,-0.07278845423792288
153,54,0,0,45,14593,-0.18637297474096187
154,55,1,1,46,14593,-1.161790735766925
155,56,1,1,47,14593,-0.837481912858195
156,57,1,1,48,14593,-0.6244064082999349
157,58,0,0,48,14593,-0.9574124960809547
158,59,1,1,49,14593,-0.2842366452625657
159,60,1,1,50,14593,-0.22500938662746478
160,61,1,1,51,14593,-0.1858056602618291
161,62,0,0,51,14593,-1.91717395993396
162,63,1,1,52,14593,-0.09832979396943808
163,64,1,1,53,14593,-0.08638256669748186
164,65,1,1,54,14593,-0.0778348070407677
165,66,1,1,55,14593,-0.07158555600166595
166,67,0,0,55,14593,-2.7373065942322197
167,68,1,1,56,14593,-0.044938636871518965
168,69,1,1,57,14593,-0.04255775565124566
169,70,1,1,58,14593,-0.040741629905142476
170,71,0,0,58,14593,-3.2550432592161136
171,72,1,1,59,14593,-0.028503024133361133
172,73,1,1,60,14593,-0.027712605693956564
173,74,1,1,61,14593,-0.027095620770984177
174,75,1,1,62,14593,-0.026611611519823636
175,76,1,1,63,14593,-0.026230401309262585
176,77,1,1,64,14593,-0.02592919612990495
177,78,1,1,65,14593,-0.025690595759047176
178,79,1,1,66,14593,-0.025501200460565514
179,80,1,1,67,14593,-0.02535061627959386
180,81,1,1,68,14593,-0.025230732736069694
181,82,1,1,69,14593,-0.02513519033866972
182,83,1,1,70,14593,-0.025058982790563362
183,84,1,1,71,14593,-0.024998156373115317
184,85,1,1,72,14593,-0.024949580509995052
185,86,0,0,72,14593,-3.7048845210508605
186,87,1,1,73,14593,-0.019217915269040438
187,88,1,1,74,14593,-0.019193918603267517
188,89,1,0,74,14593,-0.019174734844459706
189,90,0,1,75,14593,-2.9981597107502904
190,91,0,0,75,14593,-2.2678528867653927
191,92,0,0,75,14593,-2.602871659716781
192,93,1,1,76,14593,-0.057900535955532906
193,94,1,1,77,14593,-0.04765083472464309
194,95,0,0,77,14593,-3.2207416467282632
195,96,1,1,78,14593,-0.03233786952774026
196,97,1,1,79,14593,-0.02850454372030425
197,98,1,1,80,14593,-0.025762439334634405
198,99,1,1,81,14593,-0.023756890452065034
199,100,1,1,82,14593,-0.0222636187563199
200,1,0,1,1,3279,-3.867340561860828
201,2,0,1,2,3279,-3.0830554823147884
202,3,0,1,3,3279,-2.47570134669837
203,4,0,0,3,3279,-2.0124699405940034
204,5,0,1,4,3279,-2.5347184526379833
205,6,0,1,5,3279,-2.057180263733981
206,7,0,1,6,3279,-1.6972499260087277
207,8,1,0,6,3279,-0.27403646541360316
208,9,0,1,7,3279,-0.7970603559045477
209,10,0,0,7,3279,-0.656581945761907
210,11,0,1,8,3279,-1.1070124955998546
211,12,1,1,9,3279,-0.5409485713680812
212,13,0,1,10,3279,-1.0149072554758602
213,14,1,0,10,3279,-0.5691640912871775
214,15,0,1,11,3279,-0.45683162462991234
215,16,0,1,12,3279,-0.37550824399069616
216,17,0,1,13,3279,-0.31935270812930644
217,18,0,1,14,3279,-0.2796958850427349
218,19,0,1,15,3279,-0.25110073392485954
219,20,0,1,16,3279,-0.2300997743229185
220,21,0,1,17,3279,-0.21443245697202112
221,22,0,1,18,3279,-0.20258970181130115
222,23,1,0,18,3279,-1.7374800316546763
223,24,0,1,19,3279,-0.1057121719725747
224,25,0,1,20,3279,-0.10174059506894281
225,26,0,1,21,3279,-0.09866457340942157
226,27,0,1,22,3279,-0.09626670846933733
227,28,0,1,23,3279,-0.09438773324330599
228,29,0,1,24,3279,-0.09290918685653787
229,30,0,1,25,3279,-0.09174181694581103
230,31,0,1,26,3279,-0.09081764378132301
231,32,0,1,27,3279,-0.09008441818603197
232,33,0,1,28,3279,-0.08950167802102171
233,34,0,1,29,3279,-0.08903789400324606
234,35,0,1,30,3279,-0.08866837217968775
235,36,0,1,31,3279,-0.08837369149415474
236,37,0,1,32,3279,-0.08813852611217922
237,38,0,1,33,3279,-0.08795074865564045
238,39,0,1,34,3279,-0.08780074137084762
239,40,0,1,35,3279,-0.08768086310974663
240,41,0,1,36,3279,-0.08758503433096539
241,42,0,1,37,3279,-0.0875084123310804
242,43,1,1,38,3279,-2.480125791275583
243,44,0,1,39,3279,-0.1375331147869484
244,45,1,1,40,3279,-2.0523793736871347
245,46,0,1,41,3279,-0.19563521522925453
246,47,0,1,42,3279,-0.19555197000852684
247,48,0,1,43,3279,-0.19548536985127668
248,49,1,0,43,3279,-1.7286675057068697
249,50,0,1,44,3279,-0.10259597084992286
250,51,0,1,45,3279,-0.10257255120657914
251,52,0,1,46,3279,-0.10255381152878149
252,53,0,0,46,3279,-0.10253881603111732
253,54,0,0,46,3279,-0.25697103675135213
254,55,1,1,47,3279,-0.930254995940113
255,56,1,1,48,3279,-0.6852146672747436
256,57,1,1,49,3279,-0.5244601097210699
257,58,1,1,50,3279,-0.41784048263009804
258,59,0,0,50,3279,-1.2300625708022261
259,60,1,1,51,3279,-0.1971200798639906
260,61,1,1,52,3279,-0.166838236217633
261,62,1,1,53,3279,-0.1457473653269448
262,63,0,1,54,3279,-2.099626220757837
263,64,1,1,55,3279,-0.20466562629050142
264,65,0,0,55,3279,-1.7638045340816333
265,66,1,1,56,3279,-0.10662050778574252
266,67,1,1,57,3279,-0.09930241062098023
267,68,1,1,58,3279,-0.09379228501664312
268,69,1,1,59,3279,-0.08959371510639458
269,70,1,1,60,3279,-0.08636351645564831
270,71,1,1,61,3279,-0.08385893094056847
271,72,1,1,62,3279,-0.08190475755566355
272,73,1,1,63,3279,-0.08037233760177927
273,74,1,1,64,3279,-0.07916577612446316
274,75,1,1,65,3279,-0.07821269219349689
275,76,1,1,66,3279,-0.07745787154666592
276,77,1,1,67,3279,-0.07685882158341514
277,78,1,1,68,3279,-0.07638260018309186
278,79,1,1,69,3279,-0.0760035149296436
279,80,1,1,70,3279,-0.07570142854628174
280,81,1,1,71,3279,-0.07546049413628737
281,82,0,0,71,3279,-2.6240955980830245
282,83,1,1,72,3279,-0.04690236343536261
283,84,0,0,72,3279,-3.0850696634515096
284,85,1,1,73,3279,-0.03192765286590847
285,86,1,1,74,3279,-0.03187438184547941
286,87,1,1,75,3279,-0.03183181072148966
287,88,1,1,76,3279,-0.03179778028749446
288,89,1,0,76,3279,-0.03177057066456186
289,90,1,1,77,3279,-0.08392220108719753
290,91,0,0,77,3279,-2.7047466534585114
291,92,0,0,77,3279,-2.9987868058085003
292,93,0,0,77,3279,-3.237517624971704
293,94,1,1,78,3279,-0.03291271087525952
294,95,1,1,79,3279,-0.028114340725410317
295,96,1,1,80,3279,-0.024776890713195124
296,97,1,1,81,3279,-0.022390395236435174
297,98,1,1,82,3279,-0.020645400657273046
298,99,1,1,83,3279,-0.019346382262358828
299,100,1,1,84,3279,-0.018365338361642797
300,1,1,1,1,97197,-0.017615830682437876
301,2,1,0,1,97197,-0.017037889923264216
302,3,1,0,1,97197,-0.04439534281358351
303,4,0,0,1,97197,-2.409069498815051
304,5,0,1,2,97197,-2.5556965900128774
305,6,0,1,3,97197,-1.7877005014222866
306,7,1,1,4,97197,-0.33883913970939594
307,8,0,1,5,97197,-1.5285931583518415
308,9,0,1,6,97197,-1.1211190922459657
309,10,0,0,6,97197,-0.8432432276166277
310,11,1,1,7,97197,-0.33487625214687705
311,12,1,1,8,97197,-0.2580224822188288
312,13,1,0,8,97197,-0.20810570416835777
313,14,1,0,8,97197,-0.41721633993918006
314,15,0,1,9,97197,-0.6999680895244796
315,16,0,1,10,97197,-0.48492525037452694
316,17,0,1,11,97197,-0.352950040094656
317,18,0,1,12,97197,-0.2701901003477894
318,19,0,1,13,97197,-0.2166530752968656
319,20,0,1,14,97197,-0.18086606507947547
320,21,1,0,14,97197,-1.9336905783548675
321,22,0,1,15,97197,-0.09614301315732285
322,23,0,1,16,97197,-0.08511094132320968
323,24,0,1,17,97197,-0.0771657711505566
324,25,0,1,18,97197,-0.07132580336719632
325,26,0,1,19,97197,-0.0669613649271466
326,27,0,1,20,97197,-0.06365549787778538
327,28,1,0,20,97197,-2.8252549793546673
328,29,0,1,21,97197,-0.040861075689367754
329,30,0,1,22,97197,-0.0395411694005333
330,31,0,1,23,97197,-0.038515008316597016
331,32,0,1,24,97197,-0.0377126040531131
332,33,0,1,25,97197,-0.037082257338923966
333,34,0,1,26,97197,-0.03658523548777077
334,35,0,1,27,97197,-0.03619217340698953
335,36,0,1,28,97197,-0.03588058604289077
336,37,0,1,29,97197,-0.03563311418382848
337,38,0,1,30,97197,-0.03543626471307186
338,39,0,1,31,97197,-0.035279491062349885
339,40,0,1,32,97197,-0.03515451221545363
340,41,0,1,33,97197,-0.03505480194879959
341,42,0,1,34,97197,-0.03497520153117875
342,43,0,1,35,97197,-0.03491162327349964
343,44,0,1,36,97197,-0.034860821808391354
344,45,0,1,37,97197,-0.03482021644557109
345,46,0,1,38,97197,-0.03478775242969747
346,47,0,1,39,97197,-0.034761792083370664
347,48,0,1,40,97197,-0.03474102907546927
348,49,0,1,41,97197,-0.034724420693662966
349,50,1,1,42,97197,-3.378000137949304
350,51,0,1,43,97197,-0.06661021030041295
351,52,0,1,44,97197,-0.06659013160444023
352,53,0,0,44,97197,-0.06657406633117288
353,54,0,0,44,97197,-0.17124829108143924
354,55,0,0,44,97197,-0.34728949045244406
355,56,1,1,45,97197,-0.820095285634376
356,57,1,1,46,97197,-0.556510884153612
357,58,1,1,47,97197,-0.39569981382124336
358,59,1,1,48,97197,-0.2961643082793255
359,60,0,1,49,97197,-1.57187521420116
360,61,0,0,49,97197,-1.2075694069632728
361,62,0,0,49,97197,-1.6698850171791453
362,63,1,1,50,97197,-0.13319668369209386
363,64,1,1,51,97197,-0.10833322375785151
364,65,1,1,52,97197,-0.09166810025060916
365,66,0,0,52,97197,-2.563984058114399
366,67,1,1,53,97197,-0.054943470446969025
367,68,1,1,54,97197,-0.04924278597358537
368,69,0,0,54,97197,-3.121340112608236
369,70,1,1,55,97197,-0.033206490484071025
370,71,1,1,56,97197,-0.03093480157622877
371,72,1,1,57,97197,-0.029227554883852976
372,73,1,1,58,97197,-0.02792838672634522
373,74,0,0,58,97197,-3.6279565625817054
374,75,1,1,59,97197,-0.02103930648614215
375,76,1,1,60,97197,-0.020433079656694577
376,77,1,1,61,97197,-0.01996038406618114
377,78,1,1,62,97197,-0.01958988697359272
378,79,1,1,63,97197,-0.019298281552271587
379,80,1,1,64,97197,-0.01906800282782936
380,81,1,1,65,97197,-0.018885667442228637
381,82,0,0,65,97197,-3.986398302142411
382,83,0,0,65,97197,-4.182947996417403
383,84,1,1,66,97197,-0.01311312672406929
384,85,1,1,67,97197,-0.013032435016009671
385,86,1,1,68,97197,-0.012968210941466312
386,87,1,1,69,97197,-0.012917037401084843
387,88,1,1,70,97197,-0.012876226499333567
388,89,1,0,70,97197,-0.01284365681447356
389,90,1,1,71,97197,-0.03441034713830279
390,91,1,1,72,97197,-0.028232670886422548
391,92,1,1,73,97197,-0.024087907063287676
392,93,1,1,74,97197,-0.02120891173317188
393,94,1,1,75,97197,-0.01915233408118261
394,95,1,1,76,97197,-0.017649752706877846
395,96,1,1,77,97197,-0.016531875093275295
396,97,1,1,78,97197,-0.015688035490935257
397,98,1,1,79,97197,-0.015043592879200113
398,99,1,1,80,97197,-0.01454681472445873
399,100,1,1,81,97197,-0.014160991575398513
400,1,0,1,1,36049,-4.285703115460658
401,2,0,1,2,36049,-3.434302519883617
402,3,0,1,3,36049,-2.7697141721696696
403,4,0,0,3,36049,-2.2579685448487377
404,5,1,1,4,36049,-0.06505927090262226
405,6,0,1,5,36049,-2.781068013117774
406,7,1,1,6,36049,-0.10907577121143579
407,8,0,1,7,36049,-2.2822083360426073
408,9,0,1,8,36049,-1.89257018478205
409,10,1,1,9,36049,-0.22584653012104794
410,11,0,1,10,36049,-1.607570565332685
411,12,0,1,11,36049,-1.386381342013017
412,13,1,0,11,36049,-0.34978530529570095
413,14,0,1,12,36049,-0.6354007704955498
414,15,0,1,13,36049,-0.5536195890173898
415,16,0,1,14,36049,-0.49404908694382027
416,17,0,1,15,36049,-0.450042453827012
417,18,0,1,16,36049,-0.4171064196259104
418,19,1,0,16,36049,-1.1257459152374854
419,20,0,1,17,36049,-0.19681232995483366
420,21,0,1,18,36049,-0.18635582038129356
421,22,0,1,19,36049,-0.17835402362298902
422,23,1,0,19,36049,-1.8440836188347873
423,24,0,1,20,36049,-0.09502824501044713
424,25,0,1,21,36049,-0.09227920808136886
425,26,0,1,22,36049,-0.09013393747916978
426,27,0,1,23,36049,-0.08845143921129404
427,28,0,1,24,36049,-0.0871265744145067
428,29,0,1,25,36049,-0.08607995484908453
429,30,0,1,26,36049,-0.08525100252144256
430,31,0,1,27,36049,-0.08459308561384979
431,32,0,1,28,36049,-0.08407004606819678
432,33,0,1,29,36049,-0.08365367887451242
433,34,0,1,30,36049,-0.08332187466153285
434,35,1,0,30,36049,-2.5294665515487877
435,36,0,1,31,36049,-0.0508350902802874
436,37,0,1,32,36049,-0.05070374336015653
437,38,1,0,32,36049,-3.009018959362
438,39,0,1,33,36049,-0.03399914239256784
439,40,0,1,34,36049,-0.03394237769480276
440,41,0,1,35,36049,-0.03389701460014834
441,42,1,0,35,36049,-3.4023812879089053
442,43,0,1,36,36049,-0.02458224985108002
443,44,0,1,37,36049,-0.02456110333930508
444,45,0,1,38,36049,-0.024544192194839564
445,46,0,1,39,36049,-0.02453066606303231
446,47,0,1,40,36049,-0.02451984606112495
447,48,0,1,41,36049,-0.024511189935254758
448,49,0,1,42,36049,-0.024504264392643405
449,50,0,1,43,36049,-0.02449872309761186
450,51,0,1,44,36049,-0.024494289150273074
451,52,0,1,45,36049,-0.024490741120737222
452,53,1,1,46,36049,-3.721795048323105
453,54,0,0,46,36049,-0.0505724836572368
454,55,0,0,46,36049,-0.1316975764186506
455,56,1,1,47,36049,-1.434000340722017
456,57,0,0,47,36049,-0.44793061489774244
457,58,1,1,48,36049,-0.6594290379166311
458,59,1,1,49,36049,-0.45859492138255675
459,60,1,1,50,36049,-0.33540222641641176
460,61,1,1,51,36049,-0.25801398755923527
461,62,1,1,52,36049,-0.20781551898884537
462,63,1,1,53,36049,-0.17416191239253864
463,64,1,1,54,36049,-0.1509040358404718
464,65,1,1,55,36049,-0.13439914736651662
465,66,1,1,56,36049,-0.12242123616174613
466,67,1,1,57,36049,-0.11356549895347053
467,68,1,1,58,36049,-0.10691739701945703
468,69,1,1,59,36049,-0.10186411814379222
469,70,1,1,60,36049,-0.09798413191994546
470,71,1,1,61,36049,-0.09498062893411208
471,72,1,1,62,36049,-0.09264027885393161
472,73,1,1,63,36049,-0.09080698846202355
473,74,1,1,64,36049,-0.08936477834811712
474,75,1,1,65,36049,-0.08822634179582924
475,76,1,1,66,36049,-0.08732522907094833
476,77,1,1,67,36049,-0.08661039746512855
477,78,1,1,68,36049,-0.0860423385550878
478,79,0,0,68,36049,-2.5006734906285732
479,80,1,1,69,36049,-0.05218134744297544
480,81,1,1,70,36049,-0.051958132992428595
481,82,1,1,71,36049,-0.05178015922173134
482,83,1,1,72,36049,-0.051638150333666304
483,84,0,0,72,36049,-2.9913443776936526
484,85,1,1,73,36049,-0.03450393289072735
485,86,1,1,74,36049,-0.03444277101857666
486,87,1,1,75,36049,-0.034393898398423044
487,88,1,1,76,36049,-0.0343548335109324
488,89,1,0,76,36049,-0.034323600311983296
489,90,1,1,77,36049,-0.09047711938718303
490,91,0,0,77,36049,-2.6316974282736076
491,92,1,1,78,36049,-0.05436109059259856
492,93,1,1,79,36049,-0.04650640414862662
493,94,1,1,80,36049,-0.041029093316011137
494,95,1,1,81,36049,-0.0371053287784405
495,96,1,1,82,36049,-0.03423251116912998
496,97,1,1,83,36049,-0.03209183356744825
497,98,0,0,83,36049,-3.5060805737321528
498,99,1,1,84,36049,-0.023524238838872162
499,100,1,1,85,36049,-0.02256638939384092
500,1,1,1,1,32099,-0.021827666226934214
501,2,0,1,2,32099,-3.8618312680920956
502,3,1,0,2,32099,-0.046174315698832506
503,4,0,0,2,32099,-2.1935783943116376
504,5,0,1,3,32099,-2.5260695663782964
505,6,0,1,4,32099,-1.900322139560377
506,7,0,1,5,32099,-1.4438637076818284
507,8,0,1,6,32099,-1.1189540643389422
508,9,1,0,6,32099,-0.5282587790724992
509,10,0,0,6,32099,-0.5053018237652466
510,11,1,1,7,32099,-0.5585934099366487
511,12,0,1,8,32099,-1.0784642514187033
512,13,1,0,8,32099,-0.5837939052233516
513,14,0,1,9,32099,-0.486301735519708
514,15,1,1,10,32099,-1.1797958488392872
515,16,0,1,11,32099,-0.5233249807699654
516,17,0,1,12,32099,-0.41994334104698655
517,18,0,1,13,32099,-0.34960136785139767
518,19,0,1,14,32099,-0.3006439920737775
519,20,0,1,15,32099,-0.2658076666265202
520,21,0,1,16,32099,-0.24051700995915593
521,22,1,0,16,32099,-1.6146954529209239
522,23,0,1,17,32099,-0.12217008207497118
523,24,1,0,17,32099,-2.2272128211802222
524,25,0,1,18,32099,-0.06949549044736171
525,26,0,1,19,32099,-0.06570465287508973
526,27,0,1,20,32099,-0.06281561816793307
527,28,0,1,21,32099,-0.06059248278413799
528,29,0,1,22,32099,-0.058868411899268676
529,30,0,1,23,32099,-0.05752299359695169
530,31,0,1,24,32099,-0.05646778671380816
531,32,0,1,25,32099,-0.05563685514748295
532,33,0,1,26,32099,-0.05498041676788355
533,34,0,1,27,32099,-0.05446048588681439
534,35,0,1,28,32099,-0.054047821485024905
535,36,0,1,29,32099,-0.053719749507173266
536,37,0,1,30,32099,-0.053458582386144815
537,38,0,1,31,32099,-0.053250454582170315
538,39,0,1,32,32099,-0.053084453160968256
539,40,0,1,33,32099,-0.05295196111104359
540,41,0,1,34,32099,-0.05284615639069628
541,42,0,1,35,32099,-0.05276162652941482
542,43,0,1,36,32099,-0.05269407000957783
543,44,0,1,37,32099,-0.052640063507652116
544,45,0,1,38,32099,-0.0525968795727931
545,46,0,1,39,32099,-0.052562343231925344
546,47,0,1,40,32099,-0.052534718834149695
547,48,0,1,41,32099,-0.052512620514635865
548,49,0,1,42,32099,-0.052494941191139344
549,50,0,1,43,32099,-0.05248079615627484
550,51,0,1,44,32099,-0.05246947820026582
551,52,0,1,45,32099,-0.05246042186546369
552,53,0,0,45,32099,-0.052453174947663876
553,54,1,1,46,32099,-2.059627857597258
554,55,0,0,46,32099,-0.23262276009155572
555,56,1,1,47,32099,-0.9996933049453218
556,57,0,0,47,32099,-0.6568890342258138
557,58,1,1,48,32099,-0.44984022013016656
558,59,1,1,49,32099,-0.3299675836443076
559,60,1,1,50,32099,-0.2545372148240357
560,61,1,1,51,32099,-0.20551557791278188
561,62,1,1,52,32099,-0.17259101415185904
562,63,1,1,53,32099,-0.14980008245945875
563,64,1,1,54,32099,-0.13360413735109292
564,65,1,1,55,32099,-0.12183681081109518
565,66,1,1,56,32099,-0.11312845439135005
566,67,1,1,57,32099,-0.10658588808088588
567,68,0,0,57,32099,-2.3369912299332642
568,69,1,1,58,32099,-0.062141212260058455
569,70,1,1,59,32099,-0.0597590873137921
570,71,1,1,60,32099,-0.057916675756115144
571,72,1,1,61,32099,-0.05648200601136024
572,73,1,1,62,32099,-0.05535874515999861
573,74,1,1,63,32099,-0.05447545040168299
574,75,1,1,64,32099,-0.05377842051702429
575,76,1,1,65,32099,-0.053226830881543424
576,77,1,1,66,32099,-0.052789351550995886
577,78,1,1,67,32099,-0.05244175021311757
578,79,0,0,67,32099,-2.9793095821121
579,80,1,1,68,32099,-0.034936735709092476
580,81,1,1,69,32099,-0.03478790770269081
581,82,1,1,70,32099,-0.03466924587198191
582,83,1,1,71,32099,-0.03457456444533121
583,84,1,1,72,32099,-0.034498971617092755
584,85,1,1,73,32099,-0.03443858980323835
585,86,1,1,74,32099,-0.03439033954834146
586,87,1,1,75,32099,-0.03435177151855301
587,88,1,1,76,32099,-0.03432093517639516
588,89,1,0,76,32099,-0.03429627567186059
589,90,1,1,77,32099,-0.09042049265182393
590,91,1,1,78,32099,-0.07463820651337348
591,92,1,1,79,32099,-0.06395231311094608
592,93,1,1,80,32099,-0.05648203938894505
593,94,1,1,81,32099,-0.0511210071374103
594,95,1,1,82,32099,-0.047190755428301145
595,96,1,1,83,32099,-0.044259288731324085
596,97,1,1,84,32099,-0.042042152009819436
597,98,1,1,85,32099,-0.04034639674345104
598,99,1,1,86,32099,-0.03903769133778213
599,100,1,1,87,32099,-0.03802037074419091
600,1,1,1,1,29257,-0.03722496200891718
601,2,0,1,2,29257,-3.3259468583978986
602,3,0,1,3,29257,-2.689108764295166
603,4,0,0,3,29257,-2.199546057014523
604,5,0,1,4,29257,-2.7191023234248752
605,6,0,1,5,29257,-2.222453142896236
606,7,1,1,6,29257,-0.17198698666462614
