,trial,choice,reward,cumulative_reward,model_id,loglik
607,8,1,0,6,29257,-0.1698193032470661
608,9,0,1,7,29257,-1.1029051867302955
609,10,0,0,7,29257,-0.8843817063196283
610,11,0,1,8,29257,-1.366150146683617
611,12,0,1,9,29257,-1.0697205503419493
612,13,0,1,10,29257,-0.8610442396939838
613,14,1,0,10,29257,-0.6727564654912571
614,15,0,1,11,29257,-0.38719862663895827
615,16,0,1,12,29257,-0.3226867665751149
616,17,0,1,13,29257,-0.2778345361116271
617,18,1,0,13,29257,-1.5231484863183709
618,19,0,1,14,29257,-0.13814008806210307
619,20,0,1,15,29257,-0.12449902966467839
620,21,0,1,16,29257,-0.1145036730489836
621,22,0,1,17,29257,-0.10705477714599522
622,23,0,1,18,29257,-0.10142636220106184
623,24,0,1,19,29257,-0.09712550291895182
624,25,0,1,20,29257,-0.09380908619138621
625,26,0,1,21,29257,-0.0912329659618183
626,27,1,0,21,29257,-2.4609279104516615
627,28,0,1,22,29257,-0.05473083659919661
628,29,0,1,23,29257,-0.0537450370662999
629,30,0,1,24,29257,-0.052968547632988465
630,31,0,1,25,29257,-0.05235498328978751
631,32,0,1,26,29257,-0.051868924596546316
632,33,0,1,27,29257,-0.05148308939572424
633,34,0,1,28,29257,-0.051176311909871486
634,35,0,1,29,29257,-0.0509320743059863
635,36,0,1,30,29257,-0.05073742362479201
636,37,0,1,31,29257,-0.05058216236530911
637,38,0,1,32,29257,-0.050458236625489115
638,39,0,1,33,29257,-0.05035926901545239
639,40,0,1,34,29257,-0.0502801990994152
640,41,0,1,35,29257,-0.050217004660175216
641,42,0,1,36,29257,-0.05016648434754931
642,43,1,1,37,29257,-3.0181720536261003
643,44,1,0,37,29257,-2.463702974526763
644,45,0,1,38,29257,-0.053652660471272685
645,46,1,0,38,29257,-2.9525571210941464
646,47,0,1,39,29257,-0.035586654614848216
647,48,0,1,40,29257,-0.03556816368950754
648,49,0,1,41,29257,-0.035553371732216066
649,50,0,1,42,29257,-0.035541537706869096
650,51,1,1,43,29257,-3.355033056119063
651,52,0,1,44,29257,-0.06784181471684443
652,53,1,1,45,29257,-2.7245084930072747
653,54,0,0,45,29257,-0.11271185459579168
654,55,1,1,46,29257,-1.4082919083743515
655,56,0,0,46,29257,-0.402142899819935
656,57,1,1,47,29257,-0.6464238522291819
657,58,0,0,47,29257,-0.9344965616365701
658,59,1,1,48,29257,-0.29363915583998496
659,60,1,1,49,29257,-0.2311236004420651
660,61,1,1,50,29257,-0.18991439796128942
661,62,1,1,51,29257,-0.16186658321753744
662,63,1,1,52,29257,-0.14222319051755064
663,64,1,1,53,29257,-0.12812469336442142
664,65,1,1,54,29257,-0.11779624091310613
665,66,1,1,55,29257,-0.1101005563065513
666,67,1,1,56,29257,-0.10428663257390539
667,68,1,1,57,29257,-0.09984465276283445
668,69,0,0,57,29257,-2.3868659938183248
669,70,1,1,58,29257,-0.05890981234711521
670,71,0,0,58,29257,-2.8887303303496688
671,72,1,1,59,29257,-0.03837864753065064
672,73,1,1,60,29257,-0.03750482703424365
673,74,1,1,61,29257,-0.03681957863503171
674,75,0,0,61,29257,-3.3345731369315725
675,76,1,1,62,29257,-0.026272984712641678
676,77,1,1,63,29257,-0.025962806999997257
677,78,1,1,64,29257,-0.025717170324522844
678,79,1,1,65,29257,-0.025522235082895403
679,80,1,1,66,29257,-0.025367275044924927
680,81,1,1,67,29257,-0.02524392615433138
681,82,1,1,68,29257,-0.025145633733849024
682,83,0,0,68,29257,-3.6987008962285386
683,84,1,1,69,29257,-0.019339029690262834
684,85,1,1,70,29257,-0.01929062294828201
685,86,0,0,70,29257,-3.95975251646701
686,87,0,0,70,29257,-4.16606956782277
687,88,1,1,71,29257,-0.013232568051600665
688,89,1,0,71,29257,-0.013211278698220011
689,90,0,1,72,29257,-3.35840586431421
690,91,1,1,73,29257,-0.08205245542510468
691,92,1,1,74,29257,-0.06764440867245841
692,93,1,1,75,29257,-0.05790534146464828
693,94,1,1,76,29257,-0.05110528553071799
694,95,1,1,77,29257,-0.04622966311864662
695,96,1,1,78,29257,-0.042657723019744805
696,97,1,1,79,29257,-0.039994908263369655
697,98,1,1,80,29257,-0.037981775066493924
698,99,0,0,80,29257,-3.33018456667555
699,100,1,1,81,29257,-0.026938232530149993
700,1,1,1,1,18290,-0.02605632131033264
701,2,0,1,2,18290,-3.686803744918318
702,3,0,1,3,18290,-2.9618425262242907
703,4,1,1,4,18290,-0.0949704053981013
704,5,1,1,5,18290,-0.09303217951761368
705,6,0,1,6,18290,-2.4367317211005566
706,7,0,1,7,18290,-2.0073689752971755
707,8,0,1,8,18290,-1.6828534701781692
708,9,0,1,9,18290,-1.439119949262321
709,10,1,1,10,18290,-0.3350442992985985
710,11,1,1,11,18290,-0.33112419211131977
711,12,1,1,12,18290,-0.3280147669994382
712,13,1,0,12,18290,-0.32554402082086953
713,14,0,1,13,18290,-0.6752081681140596
714,15,1,1,14,18290,-0.8169779911828213
715,16,1,0,14,18290,-0.7077403092063111
716,17,0,1,15,18290,-0.35191266759605383
717,18,0,1,16,18290,-0.3075079073587426
718,19,1,0,16,18290,-1.4237570770457202
719,20,0,1,17,18290,-0.15072962580673527
720,21,1,0,17,18290,-2.054498376248947
721,22,0,1,18,18290,-0.0826342812711582
722,23,0,1,19,18290,-0.07643314855750678
723,24,0,1,20,18290,-0.0717952161752268
724,25,0,1,21,18290,-0.06828006222485174
725,26,0,1,22,18290,-0.06558715482485142
726,27,0,1,23,18290,-0.06350625711811943
727,28,1,0,23,18290,-2.8132280282122086
728,29,0,1,24,18290,-0.04078351815424541
729,30,0,1,25,18290,-0.03993997652921693
730,31,1,0,25,18290,-3.2566851537995047
731,32,0,1,26,18290,-0.028050596985756994
732,33,0,1,27,18290,-0.027675274753496102
733,34,0,1,28,18290,-0.027378466607424417
734,35,0,1,29,18290,-0.027143187376673223
735,36,0,1,30,18290,-0.026956325331587625
736,37,0,1,31,18290,-0.02680768970902047
737,38,0,1,32,18290,-0.026689315652376155
738,39,0,1,33,18290,-0.026594949579777327
739,40,0,1,34,18290,-0.026519663269686338
740,41,0,1,35,18290,-0.026459561270202745
741,42,1,0,35,18290,-3.6471303138405347
742,43,0,1,36,18290,-0.020146119874466132
743,44,0,1,37,18290,-0.020116770634269032
744,45,0,1,38,18290,-0.02009331218954382
745,46,0,1,39,18290,-0.02007455731237684
746,47,0,1,40,18290,-0.020059559794185066
747,48,1,0,40,18290,-3.9196546207727008
748,49,0,1,41,18290,-0.016132471971438807
749,50,0,1,42,18290,-0.016124735938663627
750,51,0,1,43,18290,-0.01611854724637331
751,52,0,1,44,18290,-0.016113595976280835
752,53,0,0,44,18290,-0.016109634436054017
753,54,0,0,44,18290,-0.043121410740830285
754,55,0,0,44,18290,-0.0934506236338889
755,56,1,1,45,18290,-1.8541741674154926
756,57,1,1,46,18290,-1.2135623428599185
757,58,1,1,47,18290,-0.7994436379583597
758,59,1,1,48,18290,-0.543909847519999
759,60,1,1,49,18290,-0.3879740453024711
760,61,1,1,50,18290,-0.2913098818373534
761,62,1,1,51,18290,-0.22960842037909324
762,63,1,1,52,18290,-0.1888952941194685
763,64,1,1,53,18290,-0.1611597093597287
764,65,1,1,54,18290,-0.1417194776937168
765,66,1,1,55,18290,-0.12775738039558057
766,67,0,0,55,18290,-2.199306289402414
767,68,1,1,56,18290,-0.07209736938767902
768,69,1,1,57,18290,-0.06731818392394759
769,70,0,1,58,18290,-2.78501900216573
770,71,1,1,59,18290,-0.11203022504247817
771,72,0,0,59,18290,-2.285235408232207
772,73,1,1,60,18290,-0.06472781495009548
773,74,1,1,61,18290,-0.062484944957956444
774,75,1,1,62,18290,-0.060744350634102474
775,76,0,1,63,18290,-2.853254670855654
776,77,1,1,64,18290,-0.1033665219120383
777,78,1,1,65,18290,-0.10154949188878341
778,79,1,1,66,18290,-0.10011717992775532
779,80,0,0,66,18290,-2.361873902331874
780,81,1,1,67,18290,-0.05904109790357941
781,82,0,0,67,18290,-2.867915904606314
782,83,1,1,68,18290,-0.038447786321100755
783,84,1,1,69,18290,-0.0381601111239506
784,85,1,1,70,18290,-0.03793139956972336
785,86,1,1,71,18290,-0.03774932530915577
786,87,1,1,72,18290,-0.0376042247195321
787,88,1,1,73,18290,-0.03748849145643148
788,89,1,0,73,18290,-0.037396119077468315
789,90,1,1,74,18290,-0.09821652773888312
790,91,1,1,75,18290,-0.0810391017717334
791,92,1,1,76,18290,-0.06940698925254603
792,93,0,0,76,18290,-2.8228577861201116
793,94,1,1,77,18290,-0.04382661917182542
794,95,1,1,78,18290,-0.0396203220902099
795,96,1,1,79,18290,-0.036541343817306046
796,97,1,1,80,18290,-0.03424749781041476
797,98,1,1,81,18290,-0.03251416737501141
798,99,1,1,82,18290,-0.031189371556702414
799,100,1,1,83,18290,-0.030167512909078133
800,1,1,1,1,96531,-0.029373512417814114
801,2,0,1,2,96531,-3.563357974172162
802,3,0,1,3,96531,-2.869871934093771
803,4,1,1,4,96531,-0.10186222644419712
804,5,1,1,5,96531,-0.10019603348447076
805,6,1,0,5,96531,-0.09888123692743789
806,7,1,1,6,96531,-0.2460397681392051
807,8,0,1,7,96531,-1.689133624620894
808,9,1,0,7,96531,-0.3074473472994385
809,10,0,0,7,96531,-0.7926955348235967
810,11,0,1,8,96531,-1.1833926910838295
811,12,0,1,9,96531,-0.8669061686573923
812,13,0,1,10,96531,-0.6562406745771993
813,14,0,1,11,96531,-0.51585559761277
814,15,0,1,12,96531,-0.42101365724774614
815,16,0,1,13,96531,-0.3556530439861029
816,17,1,0,13,96531,-1.3232033433037973
817,18,0,1,14,96531,-0.1710247040604342
818,19,0,1,15,96531,-0.15162674412393476
819,20,0,1,16,96531,-0.13759154764804646
820,21,0,1,17,96531,-0.12724181772020934
821,22,0,1,18,96531,-0.11948929448736119
822,23,0,1,19,96531,-0.11360736202392141
823,24,0,1,20,96531,-0.10909796119704118
824,25,0,1,21,96531,-0.10561155152088522
825,26,1,1,22,96531,-2.325028122740617
826,27,0,1,23,96531,-0.1592663041875631
827,28,0,1,24,96531,-0.15606617410729315
828,29,0,1,25,96531,-0.15354794118090523
829,30,1,0,25,96531,-1.9615987659031646
830,31,0,1,26,96531,-0.08391125918710728
831,32,0,1,27,96531,-0.08301070114973434
832,33,0,1,28,96531,-0.0822966467325673
833,34,0,1,29,96531,-0.08172941992085904
834,35,0,1,30,96531,-0.08127815877557582
835,36,0,1,31,96531,-0.08091872700714889
836,37,0,1,32,96531,-0.08063216451991699
837,38,0,1,33,96531,-0.08040352355267025
838,39,0,1,34,96531,-0.08022098505715401
839,40,0,1,35,96531,-0.08007518166693915
840,41,1,0,35,96531,-2.5659583017102823
841,42,0,1,36,96531,-0.049218806754695935
842,43,0,1,37,96531,-0.04916060554155624
843,44,0,1,38,96531,-0.04911407401088498
844,45,0,1,39,96531,-0.04907686460491885
845,46,0,1,40,96531,-0.04904710478862396
846,47,0,1,41,96531,-0.04902329993739455
847,48,0,1,42,96531,-0.04900425643207922
848,49,0,1,43,96531,-0.04898902063137415
849,50,0,1,44,96531,-0.04897683036304541
850,51,0,1,45,96531,-0.04896707631411146
851,52,0,1,46,96531,-0.04895927126663796
852,53,0,0,46,96531,-0.04895302556350667
853,54,0,0,46,96531,-0.12763921335484635
854,55,1,1,47,96531,-1.4595263001004124
855,56,0,0,47,96531,-0.43836912385632737
856,57,1,1,48,96531,-0.672418374278252
857,58,1,1,49,96531,-0.46651103069607086
858,59,1,1,50,96531,-0.34030549249762293
859,60,1,1,51,96531,-0.26114202063710934
860,61,1,1,52,96531,-0.20987837350167818
861,62,0,0,52,96531,-1.826237808432299
862,63,1,1,53,96531,-0.10889713959763403
863,64,1,1,54,96531,-0.0937889388720159
864,65,1,1,55,96531,-0.08315931248625247
865,66,1,1,56,96531,-0.07549413936996967
866,67,1,1,57,96531,-0.06985400263215091
867,68,1,1,58,96531,-0.06563524955857633
868,69,1,1,59,96531,-0.06243747949475682
869,70,1,1,60,96531,-0.059987484803344135
870,71,0,0,60,96531,-2.874597026573843
871,72,1,1,61,96531,-0.0389453780845681
872,73,1,1,62,96531,-0.03794847085789441
873,74,0,0,62,96531,-3.3108151605718654
874,75,1,1,63,96531,-0.026919222609409772
875,76,1,1,64,96531,-0.026473229770638533
876,77,1,1,65,96531,-0.02612155026837123
877,78,1,1,66,96531,-0.025843417571482057
878,79,1,1,67,96531,-0.025622928692360217
879,80,1,1,68,96531,-0.0254478046586926
880,81,1,1,69,96531,-0.025308500254650465
881,82,1,1,70,96531,-0.025197554081432014
882,83,1,1,71,96531,-0.02510910714806772
883,84,1,1,72,96531,-0.02503854174834902
884,85,1,1,73,96531,-0.024982207586326077
885,86,1,1,74,96531,-0.024937212116807727
886,87,1,1,75,96531,-0.024901258767306887
887,88,1,1,76,96531,-0.024872521273773988
888,89,1,0,76,96531,-0.0248495455269437
889,90,1,1,77,96531,-0.06600497727065219
890,91,1,1,78,96531,-0.05436176500447787
891,92,1,1,79,96531,-0.046506739992829255
892,93,1,1,80,96531,-0.041029218108358766
893,94,1,1,81,96531,-0.03710531690211561
894,95,1,1,82,96531,-0.03423240780349659
895,96,1,1,83,96531,-0.03209166716819013
896,97,1,1,84,96531,-0.030473762782517375
897,98,1,1,85,96531,-0.02923701751554692
898,99,1,1,86,96531,-0.028282966722568543
899,100,1,1,87,96531,-0.027541585011387138
900,1,0,1,1,13435,-3.6267747649624096
901,2,0,1,2,13435,-2.919254139854197
902,3,0,1,3,13435,-2.372572603308451
903,4,0,0,3,13435,-1.9557614695940966
904,5,1,1,4,13435,-0.08483725996387434
905,6,0,1,5,13435,-2.524999480979163
906,7,0,1,6,13435,-2.07447352169611
907,8,0,1,7,13435,-1.7334177842429932
908,9,1,0,7,13435,-0.259167563685693
909,10,0,0,7,13435,-0.8166044672714552
910,11,1,1,8,13435,-0.32012470316485225
911,12,1,1,9,13435,-0.26674743276722424
912,13,0,1,10,13435,-1.5832930193615813
913,14,1,0,10,13435,-0.32738091894346083
914,15,1,1,11,13435,-0.6516116186328975
915,16,1,0,11,13435,-0.5162021540722306
916,17,0,1,12,13435,-0.5290835439757444
917,18,0,1,13,13435,-0.40832785553798184
918,19,0,1,14,13435,-0.32863020453536534
919,20,0,1,15,13435,-0.2746869474923965
920,21,0,1,16,13435,-0.23722147225995535
921,22,0,1,17,13435,-0.2105717968180846
922,23,0,1,18,13435,-0.19121427791984652
923,24,1,0,18,13435,-1.8193134951524628
924,25,0,1,19,13435,-0.10071655932301465
925,26,0,1,20,13435,-0.0943824544485372
926,27,1,0,20,13435,-2.456987336399795
927,28,0,1,21,13435,-0.056266225435272064
928,29,0,1,22,13435,-0.05392578931848536
929,30,0,1,23,13435,-0.052121192124571815
930,31,0,1,24,13435,-0.05071943431231723
931,32,0,1,25,13435,-0.04962411052370786
932,33,0,1,26,13435,-0.04876414802113234
933,34,0,1,27,13435,-0.048086390502700915
934,35,0,1,28,13435,-0.047550596350712085
935,36,0,1,29,13435,-0.0471259901719847
936,37,0,1,30,13435,-0.04678883676502036
937,38,0,1,31,13435,-0.04652070276309139
938,39,1,0,31,13435,-3.0955222805172475
939,40,0,1,32,13435,-0.031718014181050275
940,41,0,1,33,13435,-0.03160059850764527
941,42,1,0,33,13435,-3.4732596710861903
942,43,0,1,34,13435,-0.02323439570504674
943,44,1,0,34,13435,-3.7760741892413083
944,45,1,1,35,13435,-4.018129197023608
945,46,0,1,36,13435,-0.039978672912112115
946,47,0,1,37,13435,-0.039903049779990145
947,48,0,1,38,13435,-0.03984262769567695
948,49,1,0,38,13435,-3.2438618993251924
949,50,0,1,39,13435,-0.027995541895579183
950,51,1,1,40,13435,-3.5906378985056397
951,52,1,1,41,13435,-2.9067082862407
952,53,0,0,41,13435,-0.09733474407390473
953,54,1,1,42,13435,-1.5276396156620824
954,55,1,1,43,13435,-1.1896676614672537
955,56,1,1,44,13435,-0.9504244574100021
956,57,1,1,45,13435,-0.7815088817188743
957,58,1,1,46,13435,-0.6615176219778758
958,59,1,1,47,13435,-0.5753097739854167
959,60,1,1,48,13435,-0.512527145649493
960,61,1,1,49,13435,-0.4661676200297935
961,62,1,1,50,13435,-0.4314887767946046
962,63,0,1,51,13435,-1.0990500403872252
963,64,1,1,52,13435,-0.47641475164786296
964,65,0,0,52,13435,-1.0088367983027562
965,66,1,1,53,13435,-0.2216887580134465
966,67,1,1,54,13435,-0.2121009460957676
967,68,0,0,54,13435,-1.6868255440579405
968,69,1,1,55,13435,-0.1098660456855795
969,70,0,1,56,13435,-2.291192215799435
970,71,0,0,56,13435,-1.887392072486735
971,72,1,1,57,13435,-0.09089656422717825
972,73,1,1,58,13435,-0.08873111957028815
973,74,1,1,59,13435,-0.08703368624393253
974,75,1,1,60,13435,-0.08569762101004674
975,76,1,1,61,13435,-0.08464250782529922
976,77,1,1,62,13435,-0.08380705326545167
977,78,1,1,63,13435,-0.08314411871618049
978,79,0,0,63,13435,-2.534561821802727
979,80,1,1,64,13435,-0.05074687417464141
980,81,1,1,65,13435,-0.05048518285790955
981,82,1,1,66,13435,-0.05027669294567564
982,83,1,1,67,13435,-0.0501104382183171
983,84,1,1,68,13435,-0.04997776667624675
984,85,1,1,69,13435,-0.04987183311353343
985,86,1,1,70,13435,-0.04978720958514789
986,87,1,1,71,13435,-0.04971958413420045
987,88,1,1,72,13435,-0.04966552631950738
988,89,1,0,72,13435,-0.04962230378167027
989,90,1,1,73,13435,-0.12924314881296406
990,91,1,1,74,13435,-0.10702900115574727
991,92,1,1,75,13435,-0.09190759791403792
992,93,1,1,76,13435,-0.08129720787685066
993,94,1,1,77,13435,-0.07366248353190546
994,95,1,1,78,13435,-0.06805455063990992
995,96,1,1,79,13435,-0.06386576391908069
996,97,1,1,80,13435,-0.06069427794135092
997,98,0,0,80,13435,-2.8717179077188173
998,99,1,1,81,13435,-0.039316088198801336
999,100,1,1,82,13435,-0.03803952174590266
1000,1,1,1,1,88697,-0.03704722824337727
1001,2,0,1,2,88697,-3.3348062208435394
1002,3,0,1,3,88697,-2.6927460787232853
1003,4,0,0,3,88697,-2.1992537788765945
1004,5,0,1,4,88697,-2.7156330407128024
1005,6,0,1,5,88697,-2.2167267311040466
1006,7,0,1,6,88697,-1.8378673169530875
1007,8,0,1,7,88697,-1.5527404276161119
1008,9,1,0,7,88697,-0.30394171964710454
1009,10,1,1,8,88697,-0.6665217265003357
1010,11,0,1,9,88697,-0.8356082586508146
1011,12,0,1,10,88697,-0.7149809389305434
1012,13,0,1,11,88697,-0.627448599441093
1013,14,0,1,12,88697,-0.5631507909076251
1014,15,0,1,13,88697,-0.5153279312866526
1015,16,0,1,14,88697,-0.47934002588849817
1016,17,0,1,15,88697,-0.4519735351761302
1017,18,0,1,16,88697,-0.4309737911140964
1018,19,0,1,17,88697,-0.4147354254796568
1019,20,0,1,18,88697,-0.4020981031940106
1020,21,0,1,19,88697,-0.3922109924290893
1021,22,0,1,20,88697,-0.3844418737683445
1022,23,1,0,20,88697,-1.155228506010077
1023,24,0,1,21,88697,-0.1831140245157125
1024,25,0,1,22,88697,-0.18054310379664767
1025,26,1,1,23,88697,-1.811041830134449
1026,27,0,1,24,88697,-0.2417263605308751
1027,28,1,0,24,88697,-1.5461649657167982
1028,29,1,0,24,88697,-2.1588074418048158
1029,30,1,0,24,88697,-2.690276455417574
1030,31,0,1,25,88697,-0.04461477422828527
1031,32,0,1,26,88697,-0.04427018652381129
1032,33,0,1,27,88697,-0.04399628070961911
1033,34,1,1,28,88697,-3.1504271674064297
1034,35,0,1,29,88697,-0.08024605756792597
1035,36,0,1,30,88697,-0.07993329193167908
1036,37,0,1,31,88697,-0.07968382156078328
1037,38,1,0,31,88697,-2.5716698124036794
1038,39,0,1,32,88697,-0.04902324549396418
1039,40,0,1,33,88697,-0.04892368486459256
1040,41,0,1,34,88697,-0.04884414612279087
1041,42,0,1,35,88697,-0.04878058016375072
1042,43,0,1,36,88697,-0.048729764874670865
1043,44,0,1,37,88697,-0.04868913332595884
1044,45,0,1,38,88697,-0.04865663868565138
1045,46,0,1,39,88697,-0.04863064764744431
1046,47,0,1,40,88697,-0.04860985612107057
1047,48,0,1,41,88697,-0.0485932223844967
1048,49,0,1,42,88697,-0.04857991398468063
1049,50,0,1,43,88697,-0.048569265497049076
1050,51,0,1,44,88697,-0.04856074488312369
1051,52,0,1,45,88697,-0.04855392667044417
1052,53,0,0,45,88697,-0.04854847055481319
1053,54,0,0,45,88697,-0.12662566625180896
1054,55,1,1,46,88697,-1.4660423547878265
1055,56,1,1,47,88697,-1.0402728005071964
1056,57,1,1,48,88697,-0.7574349713764011
1057,58,0,0,48,88697,-0.8310992598871633
1058,59,1,1,49,88697,-0.3415646529871425
1059,60,1,1,50,88697,-0.26194627308197377
1060,61,1,1,51,88697,-0.21040968191838916
1061,62,0,0,51,88697,-1.8243505100089512
1062,63,1,1,52,88697,-0.10912885297049398
1063,64,1,1,53,88697,-0.09395027594079679
1064,65,1,1,54,88697,-0.08327479274911655
1065,66,1,1,55,88697,-0.0755787220800239
1066,67,1,1,56,88697,-0.06991715292177364
1067,68,1,1,57,88697,-0.06568315862459656
1068,69,1,1,58,88697,-0.062474319618696886
1069,70,0,1,59,88697,-2.842999697549386
1070,71,1,1,60,88697,-0.10566619190518553
1071,72,1,1,61,88697,-0.1023940927506945
1072,73,1,1,62,88697,-0.09984490321044356
1073,74,0,0,62,88697,-2.372862076393298
1074,75,1,1,63,88697,-0.058909933022177084
1075,76,1,1,64,88697,-0.05794636600413727
1076,77,1,1,65,88697,-0.05718624364389243
1077,78,1,1,66,88697,-0.05658488655242607
1078,79,1,1,67,88697,-0.05610803744186864
1079,80,1,1,68,88697,-0.05572921964954413
1080,81,1,1,69,88697,-0.05542783492844601
1081,82,1,1,70,88697,-0.055187771604275876
1082,83,1,1,71,88697,-0.05499637168240654
1083,84,1,1,72,88697,-0.054843654799329664
1084,85,1,1,73,88697,-0.05472172888407984
1085,86,0,0,73,88697,-2.9344635820230787
1086,87,1,1,74,88697,-0.03615824948655061
1087,88,1,1,75,88697,-0.03610626183164291
1088,89,1,0,75,88697,-0.03606470768081499
1089,90,1,1,76,88697,-0.09491694091129335
1090,91,1,1,77,88697,-0.07835893515956523
1091,92,1,1,78,88697,-0.06714336321084426
1092,93,1,1,79,88697,-0.05930087007037288
1093,94,0,0,79,88697,-2.951582816834337
1094,95,1,1,80,88697,-0.03858450949298695
1095,96,1,1,81,88697,-0.035596923905533616
1096,97,1,1,82,88697,-0.03337063449950024
1097,98,1,1,83,88697,-0.03168802420475688
1098,99,1,1,84,88697,-0.030401789748219422
1099,100,1,1,85,88697,-0.029409546997104203
1100,1,0,1,1,97081,-3.567289135223753
1101,2,0,1,2,97081,-2.8689327185061964
1102,3,0,1,3,97081,-2.3300908114155128
1103,4,0,0,3,97081,-1.9198967280948702
1104,5,0,1,4,97081,-2.4744184427752134
1105,6,1,0,4,97081,-0.14090867242209595
1106,7,0,1,5,97081,-1.2493875501979648
1107,8,0,1,6,97081,-0.9821455290512503
1108,9,0,1,7,97081,-0.794787422441312
1109,10,0,0,7,97081,-0.66290126369556
1110,11,1,1,8,97081,-0.3924897487934038
1111,12,1,1,9,97081,-0.327178221232537
1112,13,0,1,10,97081,-1.4043144426688963
1113,14,0,1,11,97081,-1.143450714897307
1114,15,0,1,12,97081,-0.9550408362759903
1115,16,0,1,13,97081,-0.8185385207525946
1116,17,1,0,13,97081,-0.6680852641314731
1117,18,0,1,14,97081,-0.3683627388871818
1118,19,0,1,15,97081,-0.32480328625095517
1119,20,0,1,16,97081,-0.2931551432190135
1120,21,0,1,17,97081,-0.2697722389620329
1121,22,0,1,18,97081,-0.25224502420926587
1122,23,0,1,19,97081,-0.23894657879582862
1123,24,1,0,19,97081,-1.587304064696959
1124,25,1,0,19,97081,-2.168024281760573
1125,26,0,1,20,97081,-0.07184275523684779
1126,27,0,1,21,97081,-0.06917937694076771
1127,28,0,1,22,97081,-0.06711674997295738
1128,29,0,1,23,97081,-0.06550893186874142
1129,30,0,1,24,97081,-0.06424906304781304
1130,31,0,1,25,97081,-0.06325768905660785
1131,32,0,1,26,97081,-0.06247495790411412
1132,33,0,1,27,97081,-0.061855287757082225
1133,34,0,1,28,97081,-0.06136364630836207
1134,35,0,1,29,97081,-0.06097290484861984
1135,36,0,1,30,97081,-0.06066192393725977
1136,37,0,1,31,97081,-0.060414146886814846
1137,38,0,1,32,97081,-0.06021655219284959
1138,39,0,1,33,97081,-0.06005886398474873
1139,40,0,1,34,97081,-0.05993295082130393
1140,41,0,1,35,97081,-0.05983236388769002
1141,42,0,1,36,97081,-0.059751979646848315
1142,43,1,1,37,97081,-2.8483243704411665
1143,44,1,0,37,97081,-2.332970271666335
1144,45,0,1,38,97081,-0.0600177748479276
1145,46,0,1,39,97081,-0.05996612015028295
1146,47,0,1,40,97081,-0.05992481066391586
1147,48,0,1,41,97081,-0.05989176952763019
1148,49,0,1,42,97081,-0.05986533860370038
1149,50,0,1,43,97081,-0.05984419341877813
1150,51,0,1,44,97081,-0.05982727561188896
1151,52,0,1,45,97081,-0.05981373920509245
1152,53,0,0,45,97081,-0.05980290781624718
1153,54,0,0,45,97081,-0.15462745841756798
1154,55,0,0,45,97081,-0.316090201090913
1155,56,1,1,46,97081,-0.8834642724391202
1156,57,0,0,46,97081,-0.8016809078346361
1157,58,1,1,47,97081,-0.3972010358876013
1158,59,1,1,48,97081,-0.2718300218584081
1159,60,1,1,49,97081,-0.1977796235821856
1160,61,1,1,50,97081,-0.15221397977469447
1161,62,1,1,51,97081,-0.12296546082202801
1162,63,1,1,52,97081,-0.1034507832725609
1163,64,1,1,53,97081,-0.08998807913210227
1164,65,1,1,54,97081,-0.08043636715905127
1165,66,1,1,55,97081,-0.07350084982927553
1166,67,1,1,56,97081,-0.0683688612371756
1167,68,1,1,57,97081,-0.06451268432345325
1168,69,1,1,58,97081,-0.061578978763856075
1169,70,0,1,59,97081,-2.854246349757039
1170,71,1,1,60,97081,-0.10447782761509439
1171,72,1,1,61,97081,-0.10146819702045057
1172,73,1,1,62,97081,-0.09911903957636192
1173,74,0,0,62,97081,-2.3784436750911357
1174,75,1,1,63,97081,-0.05855998305834235
1175,76,1,1,64,97081,-0.05766974127140274
1176,77,1,1,65,97081,-0.05696674260987174
1177,78,0,0,65,97081,-2.903179162004605
1178,79,1,1,66,97081,-0.03735212329042987
1179,80,1,1,67,97081,-0.037056916177021344
1180,81,1,1,68,97081,-0.036822305379156796
1181,82,1,1,69,97081,-0.03663559143721729
1182,83,1,1,70,97081,-0.03648682945919483
1183,84,1,1,71,97081,-0.03636819890076745
1184,85,1,1,72,97081,-0.03627352877473422
1185,86,1,1,73,97081,-0.036197936243870764
1186,87,1,1,74,97081,-0.03613754908894879
1187,88,1,1,75,97081,-0.036089290997937215
1188,89,1,0,75,97081,-0.0360507144216076
1189,90,1,1,76,97081,-0.09488722196414644
1190,91,1,1,77,97081,-0.07833823202878609
1191,92,0,0,77,97081,-2.7345258832094097
1192,93,1,1,78,97081,-0.048349621398570124
1193,94,1,1,79,97081,-0.0426570214220408
1194,95,1,1,80,97081,-0.038578523649004035
1195,96,1,1,81,97081,-0.03559216106904409
1196,97,1,1,82,97081,-0.03336674124871022
1197,98,1,1,83,97081,-0.031684762778621665
1198,99,1,1,84,97081,-0.030398995707660692
1199,100,1,1,85,97081,-0.02940710385507251
1200,1,0,1,1,71483,-3.567364053485142
1201,2,0,1,2,71483,-2.86899635973909
1202,3,1,0,2,71483,-0.10234469345081895
1203,4,0,0,2,71483,-1.5027021461154708
1204,5,0,1,3,71483,-1.9383767397735994
1205,6,0,1,4,71483,-1.47123958491061
1206,7,0,1,5,71483,-1.138268015833684
1207,8,0,1,6,71483,-0.9042280160686315
